Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
0.6612428426742554,0.6025490760803223,-0.28048422932624817,0.28384947776794434,0.7398040890693665,0.8996251821517944,0.6456345319747925,3,0,5,8,0,2,0,1
-0.7895163297653198,0.7345566749572754,1.244112491607666,-0.1640642285346985,-0.22682495415210724,-0.3095644414424896,-0.764727771282196,0,7,1,5,0,0,4,1
-0.5857354402542114,0.43851763010025024,1.1706211566925049,1.4696589708328247,0.8638270497322083,0.04756900295615196,-0.5894518494606018,1,0,5,0,0,2,2,2
0.3298932909965515,-0.21166151762008667,0.782612681388855,0.6919769644737244,0.2865239083766937,0.8000478744506836,0.2822231352329254,0,7,2,1,0,2,4,0
0.9105167984962463,0.31085169315338135,0.39058607816696167,0.8372728228569031,1.30583918094635,1.9712464809417725,0.8743240833282471,2,2,7,1,0,2,9,1
-1.2665674686431885,0.7576785683631897,0.4099208414554596,0.40727755427360535,0.3582973778247833,-1.195082664489746,-1.2206813097000122,2,1,0,2,0,0,3,2
1.1195602416992188,-1.3056176900863647,-1.467558741569519,-0.6949730515480042,-0.48099902272224426,1.7308517694473267,1.1336419582366943,3,4,5,8,0,2,1,2
0.8286082744598389,-0.8870292901992798,-0.03199484944343567,0.6348444819450378,0.48245200514793396,0.5434221029281616,0.7647167444229126,0,9,6,2,0,2,6,0
0.16041453182697296,-1.201543927192688,-1.7738605737686157,-1.2160407304763794,-1.4843518733978271,0.8996251821517944,0.13972938060760498,3,1,6,5,0,2,6,1
-0.8754397034645081,2.269280195236206,1.8345626592636108,0.21080228686332703,0.766910195350647,-0.4649386405944824,-0.764727771282196,4,7,4,2,0,2,0,0
1.5731791257858276,-1.0800966024398804,-0.6717095971107483,-0.19338174164295197,0.21154187619686127,0.5718528628349304,1.690627098083496,4,5,7,8,0,2,6,0
-0.4696192741394043,-1.5592764616012573,-1.0687437057495117,-0.6830695271492004,-0.9510002732276917,-0.09012969583272934,-0.5084784626960754,4,0,5,2,0,1,5,1
-0.6035716533660889,0.9877115488052368,-0.267111599445343,0.37691426277160645,0.9671664834022522,-0.6079660654067993,-0.5894518494606018,4,2,6,5,0,2,1,1
-0.5804686546325684,-1.060293436050415,-0.4110921025276184,-0.11327420920133591,0.35435494780540466,-1.2621468305587769,-0.5894518494606018,1,6,9,5,0,2,1,0
0.43336862325668335,0.7169157266616821,1.3805196285247803,0.8784651160240173,1.2259759902954102,0.3466038107872009,0.4307212829589844,1,5,6,7,0,2,3,2
-0.8659499287605286,-0.795806348323822,0.04973302781581879,0.015225428156554699,0.15157479047775269,-0.27025067806243896,-0.764727771282196,3,1,6,1,0,2,1,2
0.44735485315322876,0.9016497731208801,-0.415857195854187,-0.7267566919326782,-0.6073266863822937,1.2766125202178955,0.4307212829589844,2,3,7,4,0,2,8,1
1.3379616737365723,0.39175668358802795,-0.74909508228302,-0.42256656289100647,-0.4263755679130554,-0.07479318976402283,1.3351750373840332,0,8,9,2,0,2,0,0
-0.23346175253391266,0.43738624453544617,0.09333688020706177,0.41548964381217957,0.1976584941148758,-1.8186472654342651,-0.13973480463027954,2,6,8,3,0,2,3,1
-1.4591765403747559,-0.4396997392177582,0.3226821720600128,0.032709311693906784,0.4377586543560028,-1.8186472654342651,-1.446134090423584,0,8,3,9,0,2,4,2
-0.28851428627967834,-1.2947591543197632,-1.1603268384933472,-0.7343100309371948,-0.95461505651474,-0.07479318976402283,-0.43066826462745667,0,8,2,7,0,2,9,1
1.858788013458252,0.5822749137878418,1.1802978515625,0.6724766492843628,1.2416199445724487,1.2288436889648438,1.690627098083496,0,4,2,8,0,2,8,2
-0.7630873322486877,0.2644382119178772,0.2347906529903412,0.20331905782222748,-0.36975735425949097,-0.7647095322608948,-0.764727771282196,5,1,3,7,0,0,2,1
0.28916704654693604,1.140918493270874,-1.36880362033844,-0.735655665397644,-0.5659176707267761,1.0533181428909302,0.2822231352329254,0,4,4,7,0,2,4,1
0.812940776348114,0.4162057638168335,1.3068499565124512,0.6906465291976929,0.730671763420105,0.8996251821517944,0.7647167444229126,1,3,9,6,0,2,3,2
1.097188949584961,0.887078583240509,1.4339629411697388,1.5356727838516235,-0.38504862785339355,0.6400896906852722,1.1336419582366943,1,4,8,3,0,2,4,2
-0.06229092925786972,-0.8010965585708618,-0.7742160558700562,-0.2133341133594513,-0.5035040974617004,0.13971006870269775,-0.046436894685029984,0,0,1,8,0,2,7,0
0.8154953122138977,-0.13934579491615295,0.11362848430871964,0.32053497433662415,-0.01441077422350645,0.7647098898887634,0.7647167444229126,3,3,3,6,0,2,4,1
-1.3765451908111572,-2.018502712249756,-2.4240353107452393,-2.128373861312866,-5.199337482452393,-1.2621468305587769,-1.446134090423584,2,3,8,0,0,2,8,1
0.7562898993492126,0.8802121877670288,-0.7579895257949829,-0.5961196422576904,-0.313553124666214,1.0997663736343384,0.7647167444229126,4,8,7,8,0,0,7,2
-0.6953656077384949,-0.4014548659324646,-0.4035697877407074,0.14677652716636658,0.2551930844783783,-1.483541488647461,-0.6744918823242188,0,1,5,5,0,2,7,0
1.4355872869491577,0.8265202641487122,-2.6400136947631836,-2.190591335296631,-2.4681477546691895,0.15660551190376282,1.3351750373840332,2,4,9,2,0,2,2,2
-0.5924620032310486,0.2156437188386917,0.11046787351369858,0.8086163401603699,0.8185402750968933,-0.17363126575946808,-0.5894518494606018,4,1,1,2,0,3,7,0
1.094848394393921,0.45902109146118164,0.2730890214443207,0.8209607005119324,1.3005385398864746,0.7325028777122498,1.1336419582366943,1,9,6,3,0,2,7,2
-0.5147612690925598,-0.8074291944503784,-0.7508661150932312,-2.1181530952453613,-1.659717321395874,0.3289118707180023,-0.5084784626960754,4,8,1,1,0,2,9,1
0.39448145031929016,-5.199337482452393,-2.623720645904541,-1.6589947938919067,-1.0318613052368164,0.2938283383846283,0.4307212829589844,4,5,5,0,0,0,7,2
1.609923243522644,0.10743024200201035,0.886448323726654,0.8635063767433167,0.8353391289710999,0.8612851500511169,1.690627098083496,0,2,2,1,0,2,6,0
-0.3268396854400635,1.1534984111785889,1.1531254053115845,1.5588957071304321,1.4098992347717285,-0.4649386405944824,-0.43066826462745667,1,2,0,4,0,2,9,0
-0.5807077884674072,0.19868379831314087,1.099975824356079,1.430206537246704,1.4674111604690552,-0.013586640357971191,-0.5894518494606018,4,5,4,7,0,0,7,0
0.5421806573867798,1.6626803874969482,0.9386610388755798,1.3539979457855225,1.2859132289886475,-0.32939836382865906,0.5350824594497681,1,2,4,5,0,2,5,1
-0.38438746333122253,1.6047325134277344,1.6349337100982666,0.7609668970108032,0.40556982159614563,0.43369606137275696,-0.43066826462745667,4,4,0,8,1,2,5,1
0.8712437152862549,-0.42000311613082886,0.2863238751888275,0.14345449209213257,0.7641808390617371,0.7647098898887634,0.8743240833282471,5,2,6,7,0,2,4,2
1.1079665422439575,-0.951430082321167,-0.5947107076644897,-0.19463548064231873,-0.24839749932289124,0.22468754649162292,1.1336419582366943,2,9,1,7,0,0,3,0
0.0159623920917511,-0.4141768217086792,-0.514840841293335,-0.32623258233070374,-0.0289236381649971,-0.044169262051582336,0.04644137993454933,3,2,4,2,0,2,5,0
-1.5326656103134155,-0.2908463478088379,-0.3847805857658386,0.1669621765613556,0.0459880456328392,-1.628363013267517,-1.446134090423584,1,2,0,7,0,2,0,1
1.376288652420044,0.29812395572662354,1.2349669933319092,1.3921494483947754,0.004080308135598898,-0.34936264157295227,1.3351750373840332,3,1,2,5,0,2,7,1
