Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29
0.4307416081428528,0.13963356614112854,0.7647337317466736,0.764704704284668,1,1,1,1,0,1,3,3,0,0,0,0,0,0,1,0,0,1,0,3,1,3,0,1,0
1.2387447357177734,-0.4308397173881531,-0.7647161483764648,-0.7647035717964172,1,1,3,1,0,1,3,3,0,1,1,1,1,0,1,1,0,1,1,0,2,3,0,0,3
1.229109525680542,-1.4460543394088745,-1.3249760866165161,-1.2205854654312134,0,0,3,0,0,1,3,1,1,0,1,0,0,1,0,1,0,0,0,3,2,2,3,2,2
0.4307416081428528,0.4308868646621704,0.7647337317466736,0.764704704284668,1,1,1,1,0,1,3,3,0,2,0,0,1,1,1,1,0,1,0,1,0,2,0,1,1
-1.0970144271850586,-0.7646637558937073,-0.7647161483764648,0.13966329395771027,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,3,2,0,0,0,0
-1.0970144271850586,-1.220443844795227,-0.13976505398750305,0.13966329395771027,1,1,0,1,1,0,2,3,0,1,0,1,0,0,1,1,0,1,1,3,1,1,0,0,0
0.1397169977426529,-1.4460543394088745,-0.13976505398750305,-0.2223091870546341,1,1,1,1,0,1,2,2,0,1,0,0,1,1,0,1,0,0,0,2,1,1,0,1,4
0.7646989226341248,-5.199337482452393,-1.3249760866165161,-1.2205854654312134,1,0,3,0,1,1,2,2,0,1,1,0,1,0,0,1,0,1,1,2,1,2,0,2,4
0.920157790184021,1.220566749572754,1.2205711603164673,1.2205103635787964,1,0,1,1,1,1,3,2,0,1,0,0,1,1,1,1,0,1,0,3,2,1,0,1,4
-1.0970144271850586,-0.13973963260650635,-0.43082883954048157,-4.274073123931885,1,1,4,1,0,1,3,3,1,1,0,0,1,1,1,1,0,1,0,0,1,3,1,2,1
-0.2584502696990967,0.4308868646621704,0.43083375692367554,0.13966329395771027,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,2,3,0,3,4
-0.2584502696990967,-0.4308397173881531,-0.43082883954048157,-0.2223091870546341,1,0,2,1,0,1,2,0,0,1,0,0,0,1,1,1,0,1,1,3,2,3,2,3,4
-0.2584502696990967,-0.13973963260650635,-0.43082883954048157,-0.5894109606742859,1,1,1,1,0,1,3,2,0,2,0,1,1,1,1,1,0,1,0,1,2,3,1,3,3
0.4307416081428528,-0.13973963260650635,0.43083375692367554,0.43074750900268555,1,0,0,0,0,1,3,3,3,3,0,0,1,1,1,1,0,1,1,4,1,4,2,4,0
-1.0970144271850586,0.4308868646621704,0.43083375692367554,0.764704704284668,1,1,1,1,0,1,3,3,0,2,0,0,1,0,1,0,0,1,0,3,1,1,0,0,4
0.1397169977426529,0.7647989988327026,0.7647337317466736,0.764704704284668,1,1,1,1,0,1,3,3,0,0,0,0,1,0,0,1,0,1,0,2,2,3,0,1,1
-1.0970144271850586,0.7647989988327026,0.43083375692367554,0.764704704284668,1,1,3,1,0,1,3,2,0,3,0,0,1,1,0,1,0,1,0,2,1,2,0,0,2
1.229109525680542,-0.13973963260650635,-0.13976505398750305,-0.5894109606742859,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,2,1,2,1,1,4
0.1397169977426529,-0.13973963260650635,0.1395469754934311,-0.5894109606742859,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,0,1,0,2,2,4,0,0,3
-1.0970144271850586,0.7647989988327026,1.2205711603164673,1.3476026058197021,1,1,1,1,0,1,3,1,0,1,0,0,0,1,0,1,0,1,1,2,0,2,0,0,2
0.4307416081428528,-1.220443844795227,-0.9674533009529114,-0.8957638144493103,1,1,2,0,0,1,3,2,1,2,0,0,1,1,1,1,0,1,1,2,2,1,0,0,3
-1.0970144271850586,1.5932222604751587,1.38295578956604,1.3476026058197021,1,0,0,0,0,1,3,2,0,1,0,0,1,0,1,1,0,1,1,2,3,1,0,0,4
-3.7351671835494926e-06,0.13963356614112854,0.1395469754934311,0.13966329395771027,1,1,2,0,1,1,1,1,0,2,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2
0.1397169977426529,-0.13973963260650635,0.28219935297966003,0.2822088301181793,1,1,0,1,0,1,1,0,2,2,0,0,1,0,1,1,0,1,0,3,0,1,0,0,3
0.920157790184021,-0.13973963260650635,-0.7647161483764648,-0.5894109606742859,1,0,1,0,0,1,3,1,0,0,0,0,1,0,1,1,0,1,1,2,1,2,2,3,2
-1.0970144271850586,-0.7646637558937073,-0.7647161483764648,-4.274073123931885,1,1,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,2,0,0,1
-1.0970144271850586,0.4308868646621704,0.43083375692367554,0.2822088301181793,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,3,2,3,1,3,4
0.1397169977426529,0.28223416209220886,0.43083375692367554,0.43074750900268555,0,1,2,0,0,1,3,3,1,1,0,0,1,1,1,1,0,1,0,2,1,2,0,1,4
1.229109525680542,-1.4460543394088745,-0.43082883954048157,-0.7647035717964172,1,1,1,1,0,1,1,1,0,0,2,0,1,1,0,0,0,1,0,4,0,1,0,2,4
-0.2584502696990967,-0.4308397173881531,-0.7647161483764648,-0.7647035717964172,1,0,3,1,1,1,1,1,0,3,0,0,1,0,1,1,0,1,0,2,3,4,1,3,4
1.2887452840805054,0.4308868646621704,0.28219935297966003,0.2822088301181793,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,3,1,0,0,4
-0.2584502696990967,0.4308868646621704,0.28219935297966003,0.2822088301181793,0,0,3,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,2,2,2,1,2,4
0.1397169977426529,1.220566749572754,1.2205711603164673,1.2205103635787964,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,3,1,2,0,2,3
0.920157790184021,1.9145420789718628,4.193914413452148,2.0098354816436768,1,0,0,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,2
-1.0970144271850586,0.13963356614112854,0.1395469754934311,0.2822088301181793,1,1,2,1,0,1,3,3,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,3
1.2784881591796875,0.13963356614112854,-0.43082883954048157,-0.2223091870546341,1,0,2,1,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,2,2,3,2,3,2
-0.2584502696990967,0.28223416209220886,0.28219935297966003,0.13966329395771027,0,1,2,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1,4,0,2,0,1,4
-1.0970144271850586,0.4308868646621704,0.7647337317466736,0.43074750900268555,1,0,1,1,0,1,2,2,1,0,0,0,0,0,1,1,0,1,0,3,2,1,0,0,4
1.2583682537078857,-0.13973963260650635,-0.13976505398750305,-0.2223091870546341,0,1,2,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,2,3,3,1,2,0
-1.0970144271850586,0.7647989988327026,0.28219935297966003,0.2822088301181793,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,2,3,0,2,4
-0.2584502696990967,0.4308868646621704,0.1395469754934311,0.13966329395771027,1,1,2,0,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,2
-1.0970144271850586,0.4308868646621704,0.43083375692367554,0.43074750900268555,0,1,3,0,1,0,0,3,2,1,0,0,0,0,0,1,0,0,1,2,1,3,0,3,4
1.229109525680542,1.220566749572754,0.43083375692367554,0.43074750900268555,1,1,4,1,0,1,0,0,0,2,2,0,0,0,0,0,0,1,1,2,4,1,0,0,2
1.1018346548080444,-0.7646637558937073,-0.13976505398750305,-0.2223091870546341,1,1,2,0,1,1,3,3,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,2
-0.2584502696990967,1.3829841613769531,1.2205711603164673,1.2205103635787964,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0
1.2991398572921753,1.5932222604751587,1.9143319129943848,1.7012583017349243,1,1,3,1,0,1,3,2,0,1,0,0,1,1,0,1,0,1,1,1,4,1,0,2,1
-0.2584502696990967,0.13963356614112854,1.2205711603164673,1.2205103635787964,1,0,1,0,0,1,3,2,1,0,0,1,1,0,1,0,0,1,0,1,1,2,0,0,3
0.920157790184021,1.3829841613769531,1.2205711603164673,1.2205103635787964,1,1,2,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0,3,1,3,0,2,2
-1.0970144271850586,-0.4308397173881531,0.1395469754934311,0.2822088301181793,1,0,0,1,0,1,3,3,0,1,0,0,1,1,0,0,0,1,0,3,2,1,2,3,4
-3.7351671835494926e-06,0.7647989988327026,1.2205711603164673,1.3476026058197021,1,0,2,1,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,2,1,4,2,4,4
0.7646989226341248,0.13963356614112854,-0.13976505398750305,-0.2223091870546341,1,0,2,0,0,1,1,1,3,0,0,0,1,0,0,1,0,1,0,2,2,4,3,4,3
-3.7351671835494926e-06,-0.13973963260650635,-0.7647161483764648,-0.8957638144493103,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,2,2,2,2
1.229109525680542,0.28223416209220886,-0.13976505398750305,0.13966329395771027,1,1,3,1,1,0,3,3,0,1,0,0,1,0,0,1,0,1,1,2,0,3,0,0,3
5.199337482452393,-0.13973963260650635,-0.43082883954048157,-0.5894109606742859,1,1,3,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,2,4,0,0,0,4
-0.2584502696990967,0.13963356614112854,0.43083375692367554,0.43074750900268555,1,1,0,1,1,1,3,1,0,1,0,0,1,1,0,1,0,1,0,2,1,2,0,0,4
-1.0970144271850586,-0.13973963260650635,-0.13976505398750305,-0.2223091870546341,1,1,0,1,1,1,3,2,0,1,0,1,0,0,1,1,0,1,1,2,2,3,1,3,1
0.7646989226341248,1.3829841613769531,0.28219935297966003,0.43074750900268555,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4
-1.0970144271850586,1.3829841613769531,1.2205711603164673,1.2205103635787964,1,1,2,1,1,1,4,1,1,2,0,0,0,0,0,1,0,1,0,1,1,2,1,2,1
-0.2584502696990967,1.3829841613769531,1.38295578956604,1.3476026058197021,1,1,1,1,0,1,3,2,0,1,0,0,1,0,1,1,0,1,0,2,1,4,0,4,1
-1.0970144271850586,-0.13973963260650635,-0.43082883954048157,-4.274073123931885,1,1,3,0,0,1,1,1,1,3,0,0,0,0,1,1,0,0,0,2,2,3,0,0,3
1.229109525680542,-1.4460543394088745,-1.3249760866165161,-1.2205854654312134,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,3,4,0,2,0
0.920157790184021,-0.7646637558937073,-0.7647161483764648,-0.7647035717964172,1,1,4,1,0,1,2,2,0,3,0,0,1,1,1,1,0,1,0,2,1,2,0,1,2
0.1397169977426529,0.4308868646621704,0.43083375692367554,0.2822088301181793,1,0,0,1,0,0,3,3,0,3,0,0,1,0,1,0,0,1,1,4,1,2,3,4,2
-1.0970144271850586,0.28223416209220886,-4.422123908996582,-4.274073123931885,1,1,0,0,0,1,2,3,1,2,2,0,1,0,0,1,0,1,1,2,0,1,1,1,4
-1.0970144271850586,0.28223416209220886,0.43083375692367554,0.43074750900268555,1,0,3,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,2,3,4,3
1.2887452840805054,-0.4308397173881531,-0.9674533009529114,-0.7647035717964172,1,0,2,0,0,1,0,2,2,1,1,0,1,0,1,1,0,1,0,3,0,3,0,3,4
-1.0970144271850586,0.13963356614112854,-4.422123908996582,-4.274073123931885,1,1,0,1,0,1,3,3,0,2,0,0,1,0,1,1,0,1,1,2,1,2,0,0,4
-1.0970144271850586,-0.7646637558937073,-0.9674533009529114,-0.7647035717964172,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,3,2,3,0,0,4
0.1397169977426529,-1.220443844795227,-0.9674533009529114,-1.044377088546753,1,1,1,1,0,1,2,0,0,3,0,1,1,1,0,1,0,1,0,2,1,2,0,1,4
0.1397169977426529,0.7647989988327026,1.2205711603164673,1.2205103635787964,1,0,0,1,0,1,3,3,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,4
0.1397169977426529,1.220566749572754,0.7647337317466736,1.2205103635787964,0,1,4,1,0,1,3,1,1,2,2,0,1,1,0,0,0,1,1,3,2,2,0,0,2
0.1397169977426529,-0.7646637558937073,-0.43082883954048157,-0.2223091870546341,1,1,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,3,2,3,0,0,3
0.7646989226341248,-0.4308397173881531,-0.43082883954048157,-0.5894109606742859,1,0,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,1,0,0,1,2,1,1,1
0.1397169977426529,-0.7646637558937073,-0.7647161483764648,-0.7647035717964172,0,0,4,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,0,2,2,3,2,2,4
0.1397169977426529,0.13963356614112854,0.28219935297966003,0.13966329395771027,1,1,4,1,0,1,1,0,0,2,1,0,0,1,1,1,0,1,1,2,1,3,0,2,2
-0.2584502696990967,0.28223416209220886,0.43083375692367554,0.2822088301181793,1,0,1,1,0,1,2,2,0,1,0,0,0,1,1,1,0,1,1,2,0,2,0,1,2
0.1397169977426529,-0.13973963260650635,-0.43082883954048157,-0.5894109606742859,1,0,2,1,1,1,3,2,1,1,0,0,0,1,1,1,0,1,0,2,2,3,3,3,3
-0.2584502696990967,0.13963356614112854,0.1395469754934311,0.13966329395771027,1,1,3,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2,2,0,0,2
-0.2584502696990967,0.7647989988327026,1.2205711603164673,1.2205103635787964,1,1,2,1,1,1,2,1,1,1,0,0,0,1,0,1,0,1,0,2,2,3,0,2,0
0.4307416081428528,0.28223416209220886,0.43083375692367554,0.764704704284668,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,2,3,2,4,4
1.229109525680542,-1.220443844795227,-0.9674533009529114,-1.2205854654312134,1,0,1,1,0,1,3,3,0,0,0,1,1,1,1,1,0,1,0,2,3,4,3,4,3
0.7646989226341248,-0.7646637558937073,-0.7647161483764648,-1.044377088546753,1,1,0,1,1,0,3,2,0,1,0,1,1,1,1,1,0,1,1,3,0,1,0,0,4
-1.0970144271850586,0.13963356614112854,0.1395469754934311,-0.2223091870546341,1,0,2,1,1,1,3,3,1,0,0,0,0,1,0,1,0,1,0,2,4,0,1,1,4
0.920157790184021,0.7647989988327026,0.28219935297966003,0.13966329395771027,0,1,3,0,0,1,3,3,2,1,0,0,1,1,0,0,0,1,1,1,0,1,3,1,4
-1.0970144271850586,-1.220443844795227,-4.422123908996582,-4.274073123931885,1,1,3,1,0,1,2,2,0,1,0,0,0,0,1,1,0,1,0,3,1,3,0,0,3
0.1397169977426529,0.13963356614112854,-0.13976505398750305,-0.2223091870546341,1,1,3,1,0,1,1,2,0,2,0,0,1,0,0,1,0,1,0,2,1,2,0,1,2
-1.0970144271850586,0.13963356614112854,0.28219935297966003,-0.2223091870546341,0,0,3,0,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,4
-1.0970144271850586,0.4308868646621704,0.1395469754934311,-0.2223091870546341,1,0,2,1,1,1,3,3,0,1,0,0,1,1,1,1,0,1,0,2,2,3,0,2,4
0.4307416081428528,1.9145420789718628,1.9143319129943848,1.7012583017349243,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,3
-0.2584502696990967,0.28223416209220886,-0.13976505398750305,0.13966329395771027,1,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,2,0,1,3
1.229109525680542,0.4308868646621704,0.43083375692367554,0.764704704284668,1,1,2,1,1,1,3,2,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,1,2
1.2683641910552979,-0.7646637558937073,-1.2206648588180542,-0.8957638144493103,1,0,1,1,1,0,3,3,0,1,0,0,1,0,0,1,0,0,0,2,4,2,2,4,4
-1.0970144271850586,0.7647989988327026,1.38295578956604,1.3476026058197021,1,0,0,1,0,0,1,1,0,2,0,0,1,0,0,1,0,1,1,2,3,1,0,0,2
0.4307416081428528,1.9145420789718628,1.9143319129943848,1.7012583017349243,1,1,2,0,1,1,2,0,1,3,0,0,1,1,0,1,0,0,0,1,4,1,0,0,2
-1.0970144271850586,-0.7646637558937073,-0.7647161483764648,-0.5894109606742859,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,2,0,0,2
1.1018346548080444,0.28223416209220886,0.28219935297966003,0.13966329395771027,1,0,2,1,0,1,2,2,0,1,0,0,1,0,1,1,0,1,1,2,1,3,1,2,3
-1.0970144271850586,-0.13973963260650635,-0.13976505398750305,-0.5894109606742859,1,0,3,1,0,1,3,2,0,2,0,0,1,1,0,1,0,1,1,3,2,4,1,2,4
0.4307416081428528,-1.7861385345458984,-1.2206648588180542,-1.044377088546753,1,1,3,1,0,0,3,3,1,1,0,1,0,0,0,1,0,0,0,2,1,3,0,0,2
-0.2584502696990967,-0.7646637558937073,-0.7647161483764648,-0.7647035717964172,1,0,3,1,0,1,3,2,0,1,0,0,1,1,0,0,0,1,0,2,1,1,0,0,2
-1.0970144271850586,-1.220443844795227,-0.9674533009529114,-0.7647035717964172,1,1,1,1,0,1,2,2,0,2,0,0,1,1,0,1,0,1,1,2,1,2,0,2,3
0.4307416081428528,1.9145420789718628,4.193914413452148,2.0098354816436768,1,0,0,1,1,0,3,3,0,0,0,0,0,0,1,1,0,1,0,3,3,2,0,0,3
-1.0970144271850586,-1.220443844795227,-0.43082883954048157,-0.7647035717964172,1,1,1,1,0,1,3,2,0,2,0,1,1,1,0,1,0,1,0,3,1,4,0,0,2
-1.0970144271850586,-0.4308397173881531,-0.43082883954048157,-0.2223091870546341,1,1,1,1,1,1,3,3,0,1,0,0,1,1,0,1,0,1,0,2,3,1,0,1,2
0.5894587635993958,1.3829841613769531,1.2205711603164673,1.50105881690979,1,1,3,1,1,1,2,2,0,3,0,0,1,0,0,1,0,1,0,3,1,2,0,0,0
-0.2584502696990967,1.3829841613769531,1.38295578956604,1.50105881690979,1,1,1,1,0,1,1,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
-1.0970144271850586,-1.220443844795227,-4.422123908996582,-4.274073123931885,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,2,2,3,1,3,4
-1.0970144271850586,0.4308868646621704,0.7647337317466736,0.764704704284668,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,3,1,2,0,0,2
