Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35
-0.2630494236946106,-0.8351335525512695,-0.9247196912765503,0.3408992290496826,0.4817008376121521,0.799550473690033,1.6567964553833008,1.2766371965408325,0.13906405866146088,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0
0.609723687171936,1.0845427513122559,-0.5128985643386841,0.048439402133226395,-0.5403207540512085,-0.25374460220336914,-0.13981394469738007,-0.37465569376945496,0.3765931725502014,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0027986897621303797,-1.5932245254516602,0.8450294137001038,0.7212186455726624,0.8414049744606018,0.3617528975009918,0.43075472116470337,0.5393667221069336,1.0462710857391357,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
-1.2167383432388306,0.010715802200138569,-0.8231070637702942,-1.4951729774475098,-1.0652875900268555,-1.569690465927124,0.43075472116470337,-1.8981482982635498,-1.1325591802597046,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1.2199727296829224,0.010979670099914074,-0.7158582806587219,-1.368985891342163,-0.303896427154541,-0.86651211977005,0.35549044609069824,-0.3463183045387268,-1.1325591802597046,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5618264675140381,0.7344275116920471,0.34455326199531555,-0.3571214973926544,0.22851939499378204,0.10054954886436462,-4.087314605712891,1.0086733102798462,-1.1325591802597046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.19388015568256378,-0.7523779273033142,0.3806845545768738,1.148586630821228,-1.6696937084197998,0.8222002387046814,0.07565096765756607,0.7454448342323303,0.13906405866146088,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-2.8341987133026123,0.5885140895843506,-1.3400599956512451,-1.60801362991333,0.22851939499378204,0.10054954886436462,-0.7162623405456543,-1.8068552017211914,-0.278888463973999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.0027986897621303797,-1.5932245254516602,0.4286517798900604,-0.27148154377937317,-0.20987297594547272,-0.04350496083498001,0.28219032287597656,-1.323120355606079,1.2205185890197754,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2795685827732086,0.6827986836433411,0.14844268560409546,-0.5913331508636475,0.6095476746559143,0.5821341872215271,1.1281522512435913,-0.7254863977432251,-1.1325591802597046,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.0611375570297241,0.6254046559333801,0.13278411328792572,-0.056222207844257355,-0.3867524266242981,-0.8315098881721497,0.35549044609069824,-0.5849958658218384,1.9490242004394531,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
-1.2273643016815186,-0.0007356039131991565,0.8261904716491699,0.6996433734893799,1.200941801071167,0.6953647136688232,-4.087314605712891,-0.11045780032873154,-0.5895678400993347,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.817872405052185,0.3200145959854126,0.5000981688499451,0.08805998414754868,1.3255505561828613,1.2191352844238281,1.2206469774246216,1.1815767288208008,1.3828259706497192,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
-0.42987409234046936,-0.4508005678653717,1.2262951135635376,1.156917929649353,0.22851939499378204,0.10054954886436462,-1.0333536863327026,0.26733773946762085,-0.278888463973999,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-0.3212278187274933,-0.7290853261947632,-0.8451705574989319,0.6133865714073181,0.6657781600952148,0.539487361907959,0.967423141002655,1.3369508981704712,1.0462710857391357,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
0.2815268039703369,0.6780012249946594,0.4490737020969391,0.9507305026054382,-0.07488623261451721,0.9230667948722839,0.7646958827972412,0.6709569692611694,0.645618736743927,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1.2583158016204834,1.5936466455459595,0.3705960214138031,0.4614652395248413,0.6310140490531921,-0.28219157457351685,-1.0333536863327026,0.34557366371154785,0.13906405866146088,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0.609723687171936,1.0845427513122559,-0.8427289128303528,-1.5186283588409424,-0.9855875968933105,-1.0525490045547485,0.43075472116470337,-1.0030103921890259,1.2205185890197754,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.609723687171936,1.0845427513122559,0.7437130808830261,0.9788769483566284,0.7522454261779785,1.0408357381820679,-0.4307309687137604,0.28245434165000916,-0.278888463973999,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.004625273868441582,-1.59250009059906,-0.1882472187280655,-0.14296647906303406,0.4709542989730835,0.499018132686615,0.28219032287597656,1.394973874092102,0.5893787741661072,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-1.8173253536224365,0.3205147087574005,-0.5589034557342529,-0.7242257595062256,0.5039603114128113,-0.46732765436172485,0.43075472116470337,0.0025969899725168943,-0.278888463973999,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.7654547095298767,1.1769444942474365,-0.49207091331481934,0.5102035999298096,0.04050147905945778,0.8126519918441772,1.698409080505371,1.7291736602783203,0.5893787741661072,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
-0.4158708155155182,-0.5055668354034424,0.5306335687637329,0.6194128394126892,0.44252800941467285,-0.4315445125102997,0.07565096765756607,-0.19607426226139069,-0.5895678400993347,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.13983333110809326,-1.2209925651550293,-0.6519456505775452,-1.295764446258545,-1.5913206338882446,-0.911808431148529,-0.7162623405456543,-1.1701650619506836,1.5929145812988281,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.4930081367492676,-0.4285861849784851,0.4101810157299042,-0.28653284907341003,0.6310140490531921,1.5576375722885132,-0.13981394469738007,-0.12957213819026947,1.5929145812988281,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.3793002665042877,0.2440710961818695,1.5897648334503174,0.9047043323516846,-0.7649138569831848,-1.316436767578125,-1.0333536863327026,0.0025969899725168943,-1.1325591802597046,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.38968074321746826,-0.6108304858207703,1.4545103311538696,1.2039144039154053,0.6310140490531921,-0.28219157457351685,-0.13981394469738007,1.618597149848938,0.7649117112159729,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
-0.548876941204071,-0.2511645555496216,1.3942539691925049,1.2714946269989014,1.6557663679122925,1.5932185649871826,0.7646958827972412,0.7264453768730164,1.0462710857391357,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.6140686273574829,-0.20132295787334442,0.18391962349414825,-0.5462917685508728,-0.42918825149536133,-0.9675076007843018,-0.4307309687137604,-0.4034755527973175,-1.1325591802597046,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.668833613395691,-2.2081611156463623,-0.6815849542617798,-0.7230321168899536,-4.7651896476745605,-0.8799194097518921,0.07565096765756607,-0.7765582203865051,0.3765931725502014,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.15035994350910187,-0.7637155652046204,-0.33825579285621643,0.45040443539619446,-0.9226251244544983,1.0609314441680908,0.8616313934326172,0.7226776480674744,0.3765931725502014,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
-0.7394696474075317,-0.37910768389701843,-1.1727970838546753,-1.1878557205200195,-1.0182002782821655,-1.354440450668335,-0.4307309687137604,-2.074702739715576,-1.1325591802597046,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.08196865022182465,-0.8919745683670044,0.44228795170783997,-0.25159841775894165,-1.5913206338882446,0.9693878889083862,-0.4307309687137604,-0.3463183045387268,-1.1325591802597046,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.27620115876197815,0.6709109544754028,0.17032893002033234,-0.5635687708854675,-0.7649138569831848,-1.316436767578125,-1.0333536863327026,0.0025969899725168943,-0.278888463973999,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.03192601352930069,-1.1922866106033325,-1.3400599956512451,-0.8608121275901794,-0.7649138569831848,0.4767001271247864,-0.4307309687137604,-0.618869960308075,-0.278888463973999,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1.7464704513549805,-0.6476957201957703,0.4111889898777008,-0.12177225202322006,-0.013023551553487778,1.3727211952209473,-0.13981394469738007,0.6280158758163452,1.0462710857391357,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
-1.6133304834365845,0.1400715559720993,-0.6875698566436768,-0.5449880361557007,-0.29685738682746887,-0.5975689888000488,0.8616313934326172,-0.7534299492835999,0.7649117112159729,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0027986897621303797,-1.5932245254516602,-1.1096192598342896,-0.8067687153816223,0.22851939499378204,0.10054954886436462,0.07565096765756607,-1.323120355606079,-1.1325591802597046,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.311676025390625,0.5201513767242432,1.1656657457351685,0.8314691185951233,0.22851939499378204,0.10054954886436462,-1.5931758880615234,0.7314196825027466,-1.1325591802597046,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.7731962203979492,0.8236770033836365,-0.2845974266529083,0.06426053494215012,0.5222074389457703,-0.4439369738101959,0.5894717574119568,0.1971936821937561,-1.1325591802597046,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0.0027986897621303797,-1.5932245254516602,-0.04293743148446083,0.3011516332626343,-0.6233794093132019,0.4173908233642578,-0.13981394469738007,-1.1203525066375732,0.5893787741661072,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.589239776134491,0.9639305472373962,-0.9682797789573669,-0.9677594304084778,-1.1763237714767456,-0.7102311253547668,-0.7162623405456543,-0.4241320490837097,0.3765931725502014,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0669682025909424,0.46349525451660156,-0.1306256651878357,-0.09714058041572571,-0.07488623261451721,-0.6439132690429688,0.07565096765756607,-0.37522822618484497,-1.1325591802597046,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
-2.1240577697753906,0.5509200096130371,1.5964936017990112,0.9373863339424133,0.22851939499378204,0.10054954886436462,-4.087314605712891,-0.45624715089797974,0.3765931725502014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.9654015302658081,-0.13974031805992126,1.4674830436706543,0.8314691185951233,1.0866872072219849,0.6049867272377014,-1.0333536863327026,0.0025969899725168943,-1.1325591802597046,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0.5618264675140381,0.7344275116920471,1.1656657457351685,0.5955201983451843,0.22851939499378204,0.10054954886436462,-4.087314605712891,-0.27624842524528503,0.7649117112159729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0.5964686274528503,0.9670582413673401,-1.013145089149475,-1.3383615016937256,-1.1732829809188843,-0.7870978116989136,-0.4307309687137604,-1.0835793018341064,1.5929145812988281,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.0027986897621303797,-1.5932245254516602,-0.4340004622936249,0.3140302300453186,0.6254793405532837,-0.2908836007118225,-0.13981394469738007,0.7454411387443542,0.18666280806064606,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0.13260821998119354,-1.2104222774505615,-0.5923804640769958,1.1990774869918823,-0.24914643168449402,-0.8144055604934692,0.07565096765756607,1.0534576177597046,0.6920995712280273,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
-0.26983943581581116,-0.9343623518943787,0.5100594758987427,0.5244837999343872,1.2473281621932983,0.7709034085273743,0.7646958827972412,-0.032098814845085144,-0.278888463973999,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.28106704354286194,0.6774294376373291,-0.6499474048614502,0.3487207293510437,-0.655197024345398,-0.9060449600219727,-0.13981394469738007,-0.13764198124408722,-1.1325591802597046,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.140263631939888,-1.2217246294021606,-0.08829831331968307,-0.1467026025056839,-0.005681518465280533,-0.49016690254211426,0.43075472116470337,0.15242405235767365,0.5349952578544617,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-0.969173014163971,-0.13321739435195923,-0.11336149275302887,0.9423631429672241,-1.5913206338882446,-1.6276614665985107,-1.0333536863327026,1.3785525560379028,0.49262645840644836,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
-0.40911585092544556,-0.592959463596344,-0.9626833200454712,-0.410387247800827,0.7637373805046082,0.5020553469657898,0.35549044609069824,-0.08241958916187286,-1.1325591802597046,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-1.260572910308838,0.0061948890797793865,-1.3400599956512451,-0.3560389280319214,-1.5913206338882446,0.4105585813522339,0.28219032287597656,0.6346297264099121,-8.180016448022798e-05,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
0.5845659971237183,0.7515758872032166,0.7472071647644043,1.6417752504348755,-0.014056120999157429,-0.5902807116508484,0.35549044609069824,1.425834059715271,1.5929145812988281,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
-0.021141426637768745,-1.5114836692810059,-1.1987117528915405,-1.6071217060089111,0.22851939499378204,0.10054954886436462,-0.7162623405456543,-2.630720853805542,-1.1325591802597046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.6173070669174194,-0.3156147301197052,0.7882900238037109,0.7131913900375366,0.22851939499378204,0.10054954886436462,-1.0333536863327026,1.2702171802520752,1.5929145812988281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0.609723687171936,1.0845427513122559,-0.8576380610466003,-0.9583576917648315,-0.8385235071182251,-0.9506270885467529,-0.13981394469738007,0.19894970953464508,1.1006664037704468,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
-1.5272895097732544,0.12330798804759979,0.7647625803947449,0.20619548857212067,0.22851939499378204,0.10054954886436462,-4.087314605712891,0.34557366371154785,-1.1325591802597046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.745227575302124,-0.5341498255729675,0.9696828722953796,0.36974865198135376,0.22851939499378204,0.10054954886436462,-0.4307309687137604,0.0025969899725168943,0.3765931725502014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.46454882621765137,0.24197827279567719,0.8297296166419983,1.1313748359680176,0.8414049744606018,0.3617528975009918,0.35549044609069824,1.5932185649871826,1.6324981451034546,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
0.42221561074256897,0.4937177896499634,0.8076822757720947,0.872190535068512,0.9705252647399902,0.629350483417511,0.5894717574119568,-0.7405041456222534,0.3765931725502014,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
-0.7728149890899658,-0.28228095173835754,0.3276349902153015,-0.08620936423540115,0.5437184572219849,-0.10264786332845688,-0.4307309687137604,0.18983347713947296,-0.278888463973999,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0.27834951877593994,0.6835998296737671,0.5776689648628235,-0.028105977922677994,-1.5942609310150146,-0.16428637504577637,-0.4307309687137604,-0.9077839851379395,-0.278888463973999,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.2035801410675049,1.594126582145691,0.5060725212097168,0.5398207306861877,1.643285870552063,1.6063979864120483,1.2206469774246216,0.3274097144603729,-0.278888463973999,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1.2836848497390747,1.5935280323028564,0.4670935571193695,1.671736717224121,-1.6640793085098267,-1.7787859439849854,0.5894717574119568,0.49884501099586487,-0.278888463973999,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.13998962938785553,-1.2698801755905151,-0.6956373453140259,-0.9602217078208923,-1.1276013851165771,-0.9434793591499329,0.8616313934326172,-0.6124462485313416,2.384453535079956,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0.3505612015724182,0.6717088222503662,0.8823422789573669,0.30887266993522644,0.22851939499378204,0.10054954886436462,-4.087314605712891,-0.6845992803573608,-1.1325591802597046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9864620566368103,1.370221734046936,0.4763931632041931,-0.10991410911083221,0.49551549553871155,-0.35507118701934814,-4.087314605712891,1.728501796722412,-0.278888463973999,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1.2650771141052246,1.5603598356246948,-0.3440477252006531,0.09994140267372131,-0.9696682691574097,0.3253142237663269,1.0444135665893555,0.8191543221473694,0.18666280806064606,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
1.9234052896499634,2.2294135093688965,-0.08355569839477539,-0.630361020565033,-1.5960882902145386,-1.05088210105896,0.35549044609069824,-0.27224165201187134,0.7649117112159729,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0.14080743491649628,-1.2084256410598755,-1.3400599956512451,-1.60801362991333,0.5027674436569214,-0.46887311339378357,-0.7162623405456543,-1.525363802909851,0.3765931725502014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.32503417134284973,0.6905120611190796,1.6272834539413452,1.1816637516021729,0.8420069217681885,0.36260512471199036,0.07565096765756607,0.4187430143356323,-1.1325591802597046,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.40387120842933655,-0.5940815210342407,-1.597831130027771,-1.6126518249511719,0.22851939499378204,0.10054954886436462,-0.7162623405456543,-1.2239488363265991,-1.1325591802597046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.2204821109771729,1.593906283378601,1.632071852684021,1.2223737239837646,0.9746604561805725,0.5093682408332825,0.28219032287597656,0.8473044633865356,1.6745240688323975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.004589490592479706,-1.2154979705810547,0.43119868636131287,0.4060235619544983,-0.9696682691574097,1.6004749536514282,-0.7162623405456543,-0.16939127445220947,-0.5895678400993347,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0.0027986897621303797,-1.5932245254516602,-0.6480229496955872,-1.2913947105407715,-0.7427656054496765,-1.293793797492981,0.35549044609069824,-0.6845992803573608,-0.278888463973999,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.4146271347999573,-0.589460551738739,-0.18660101294517517,0.468915730714798,-0.2663841247558594,0.8296003937721252,1.3249655961990356,1.565411925315857,0.18666280806064606,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
0.2995181381702423,0.6720288395881653,-0.6519456505775452,-1.295764446258545,-1.6110868453979492,-0.3373490571975708,-0.13981394469738007,-1.1787534952163696,-0.278888463973999,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
-1.5379011631011963,0.1341077834367752,1.2990471124649048,1.4528179168701172,0.9795229434967041,1.079349160194397,-0.7162623405456543,1.036433458328247,-0.5895678400993347,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.27834951877593994,0.6835998296737671,-1.6212489604949951,-1.6359243392944336,0.22851939499378204,0.10054954886436462,-1.5931758880615234,-1.6930427551269531,-1.1325591802597046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.609723687171936,1.0845427513122559,-0.3363511860370636,-0.1661810725927353,-0.842444658279419,-0.6781389117240906,-1.0333536863327026,-0.5049269199371338,-0.278888463973999,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
-1.8123400211334229,0.3204234838485718,-0.4886625111103058,-1.172772765159607,0.6404717564582825,1.2158031463623047,0.8616313934326172,-0.3463183045387268,0.3765931725502014,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.39361298084259033,-0.6000710725784302,-0.7799654603004456,-1.4450870752334595,-1.5913206338882446,-0.7532219886779785,0.5894717574119568,-0.24829018115997314,0.7649117112159729,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.0760142803192139,0.6301866769790649,-0.4147421717643738,0.7067790627479553,0.7474350929260254,1.118770718574524,0.35549044609069824,0.9516592025756836,0.21038328111171722,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
-0.3135996460914612,-0.65448397397995,0.4931654632091522,0.414072722196579,0.22851939499378204,0.10054954886436462,0.967423141002655,0.3528710603713989,-0.278888463973999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1.0118106603622437,0.4687959849834442,-0.4610969126224518,-0.1932235062122345,-1.6085302829742432,-0.6401420831680298,-0.7162623405456543,-0.8369187712669373,-1.1325591802597046,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
-0.3242112100124359,-0.7489166855812073,-1.3400599956512451,-0.0054382807575166225,-0.4173707962036133,-0.2908836007118225,0.43075472116470337,1.0299568176269531,0.3765931725502014,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
