Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57
-0.7647329568862915,1.2206416130065918,1.949120044708252,-0.19704805314540863,0.10505114495754242,-0.3182854652404785,-0.43072906136512756,0.7579453587532043,0.2129414677619934,0.9381869435310364,-0.13971911370754242,-0.5894826054573059,-0.3029829263687134,0.7650498151779175,0.43168917298316956,0.9674431681632996,1.2708427906036377,1.0443955659866333,-0.7646943926811218,-1.2315773963928223,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
-0.6744979023933411,1.2206416130065918,-0.5084918737411499,1.466030478477478,-0.9747523665428162,-1.3829890489578247,-0.43072906136512756,-0.5381049513816833,-0.502402126789093,1.0285232067108154,-0.4307304620742798,0.4306962192058563,-0.18001987040042877,-0.19623053073883057,0.14411991834640503,0.7646597027778625,0.43072736263275146,-0.430707186460495,0.4307583272457123,0.7498695850372314,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
-0.7647329568862915,0.3554897904396057,0.4307488203048706,0.09246762096881866,0.10505114495754242,0.25334468483924866,-0.09763529151678085,-0.5381049513816833,0.273701936006546,0.8154497146606445,1.3044201135635376,-0.43070080876350403,0.2822164297103882,0.7650498151779175,1.0415873527526855,-1.3091727495193481,1.2957810163497925,-1.1107851266860962,0.8616259694099426,-1.2206404209136963,0,0,1,0,0,0,1,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1
-0.9674230813980103,0.43072670698165894,0.04643285647034645,0.5147875547409058,-1.5932163000106812,-1.2815464735031128,-1.2206392288208008,-0.1370084583759308,0.8610370755195618,0.9600358009338379,1.2206406593322754,0.4306962192058563,-0.08873937278985977,0.6749251484870911,1.2537121772766113,1.2206580638885498,-1.1281436681747437,0.8957728743553162,-1.0444103479385376,-1.2426637411117554,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
-0.13970878720283508,-0.5350877046585083,-1.2670725584030151,0.48227810859680176,-1.5932163000106812,-0.3182854652404785,-0.3113230764865875,0.2719164490699768,1.1966917514801025,1.3668997287750244,-0.3308786153793335,0.4306962192058563,0.7961816787719727,0.43085572123527527,0.14411991834640503,0.9674431681632996,-1.2607264518737793,5.199337482452393,-1.6584762334823608,0.6094561219215393,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1.0444045066833496,1.2206416130065918,1.4260765314102173,0.28168442845344543,1.2206394672393799,-0.3182854652404785,0.06968450546264648,0.7579453587532043,0.4775134325027466,-0.318638414144516,-0.576759397983551,1.2206416130065918,0.7961816787719727,-0.13956530392169952,1.2537121772766113,0.9674431681632996,-1.3476288318634033,0.6744867563247681,-1.2975459098815918,-1.1673835515975952,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,0,1,0
-1.255901575088501,-0.06969109177589417,-0.4307335913181305,0.46632319688796997,0.10505114495754242,0.7381707429885864,-0.19621233642101288,0.2719164490699768,-1.2257578372955322,0.05284597724676132,-1.0740002393722534,-0.13972371816635132,-0.18001987040042877,-0.703952968120575,0.14411991834640503,-0.28670355677604675,-1.1281436681747437,-0.5894553065299988,1.2206352949142456,-0.5992292761802673,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,0,0,0
0.06968121230602264,0.13970960676670074,0.23422196507453918,-0.024019060656428337,1.5932191610336304,-0.3182854652404785,0.1116366982460022,-1.201358437538147,0.4586791396141052,0.08172400295734406,-0.576759397983551,0.5350770950317383,-0.5084879994392395,0.8823526501655579,-0.13396510481834412,0.353200227022171,-0.7647096514701843,1.2559019327163696,-0.7646943926811218,-0.2918901741504669,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0
0.43074193596839905,1.1407651901245117,1.2206315994262695,0.5359646677970886,0.7647095322608948,0.7381707429885864,0.7647095322608948,0.7579453587532043,0.7982582449913025,-0.7085041403770447,-1.3631430864334106,0.6456301212310791,0.7647083401679993,-1.2205414772033691,0.750144898891449,-0.28670355677604675,-1.446103572845459,-0.5084852576255798,0.1962089091539383,-1.9308793544769287,1,1,1,0,0,0,1,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1.3091703653335571,1.1407651901245117,0.23422196507453918,1.0499616861343384,0.7647095322608948,0.7381707429885864,0.482247918844223,0.7579453587532043,0.3147636353969574,0.13970991969108582,0.13971233367919922,0.7647148966789246,0.8616331219673157,0.7650498151779175,1.3247449398040771,-9.860841601039283e-06,1.2232061624526978,-1.3830034732818604,1.2539039850234985,-0.37036383152008057,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1
0.35549697279930115,-0.4307388961315155,1.3164150714874268,-1.420734167098999,-0.9747523665428162,-0.3182854652404785,-1.72428560256958,0.7579453587532043,0.7647095322608948,1.2492409944534302,0.43073439598083496,1.044416904449463,-0.4307244122028351,0.06968315690755844,-0.9715800881385803,1.275835633277893,0.8205122947692871,0.7647081017494202,-0.5350759029388428,-1.5932188034057617,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
-1.942286871781107e-06,-0.7646982669830322,-0.21043430268764496,-0.8315905928611755,0.7647095322608948,-0.3182854652404785,-0.999689519405365,-1.201358437538147,-0.5268601775169373,1.2276962995529175,-0.8344271183013916,-0.43070080876350403,-0.4307244122028351,0.43085572123527527,0.14411991834640503,0.353200227022171,-0.8957798480987549,0.6744867563247681,-1.220643162727356,1.2228128910064697,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
-0.6744979023933411,0.5350776314735413,1.2206315994262695,-0.15366920828819275,0.7647095322608948,0.7381707429885864,-0.9057279229164124,1.2030916213989258,-0.046435773372650146,0.7091020941734314,0.43073439598083496,-0.7648627161979675,0.06333892047405243,1.1643683910369873,-0.766939103603363,1.8764050006866455,-0.8284646272659302,0.43071457743644714,-0.28220734000205994,-0.5413944721221924,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0
-0.13970878720283508,1.319104552268982,0.9473944902420044,0.9723732471466064,-0.43072670698165894,0.7381707429885864,0.5675058364868164,0.7579453587532043,0.4400063753128052,-0.09136445820331573,-0.5024043321609497,-0.43070080876350403,-1.0853283405303955,0.2533610463142395,-0.5871883034706116,-0.6744365096092224,-1.2206403017044067,-1.3830034732818604,1.2539039850234985,-1.9308793544769287,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
1.3575588464736938,1.3549349308013916,0.4307488203048706,1.23087477684021,0.10505114495754242,0.7381707429885864,0.5566332936286926,0.7579453587532043,-0.502402126789093,0.4709430932998657,-0.3308786153793335,0.4306962192058563,-0.7647154927253723,2.123769998550415,1.0415873527526855,-0.6744365096092224,0.25334715843200684,0.8957728743553162,-0.6456201076507568,-0.4307267665863037,1,1,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1
0.21042682230472565,0.8191484212875366,-0.046441007405519485,0.9303207397460938,0.10505114495754242,-0.3182854652404785,-0.3703650236129761,-0.1370084583759308,1.3172627687454224,-1.2896188497543335,0.8957831263542175,-0.7648627161979675,-0.7647154927253723,1.0132715702056885,0.43168917298316956,-0.28670355677604675,0.3113224506378174,-0.04643801599740982,-0.4307246506214142,-0.4307267665863037,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
1.2636665105819702,0.0348178967833519,-0.4307335913181305,0.5923604369163513,0.10505114495754242,-0.3182854652404785,-0.999689519405365,0.7579453587532043,0.3668573200702667,-0.8862581253051758,-0.3308786153793335,0.13972802460193634,0.2822164297103882,-0.13956530392169952,0.8916882872581482,-0.9674078822135925,-0.04643569886684418,0.8957728743553162,-0.5350759029388428,-0.5992292761802673,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2.4118099212646484,-0.06969109177589417,-0.046441007405519485,0.04317311570048332,1.2206394672393799,0.7381707429885864,-0.5659492015838623,1.591003179550171,-0.36120152473449707,-0.6281365156173706,-4.631607225746848e-06,1.044416904449463,0.46925345063209534,-1.2205414772033691,-0.41918089985847473,-1.6683834791183472,1.192507266998291,-2.3551461696624756,1.8682435750961304,0.6920773983001709,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
0.21042682230472565,-0.6456280946731567,-0.4307335913181305,-0.4307701289653778,0.7647095322608948,-0.3182854652404785,-0.13971081376075745,-0.5381049513816833,-0.25998958945274353,-0.764710545539856,-0.13971911370754242,-0.7648627161979675,1.5532208681106567,4.6465480409096926e-05,-0.13396510481834412,-0.9674078822135925,-0.4822482466697693,0.1397142857313156,0.13967883586883545,-0.3903244733810425,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1
-1.331551432609558,-1.5932203531265259,-1.7197966575622559,-0.31702351570129395,0.10505114495754242,-0.3182854652404785,0.7819119095802307,-1.4427775144577026,0.4586791396141052,1.5392123460769653,1.1281462907791138,-0.13972371816635132,0.631401538848877,-1.2205414772033691,-0.41918089985847473,-1.3829936981201172,0.8493906259536743,0.1397142857313156,-1.0444103479385376,0.17103326320648193,1,1,0,0,1,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1
1.0444045066833496,-0.15731485188007355,-0.046441007405519485,-0.05948876962065697,0.5894538164138794,-0.3182854652404785,0.6920769810676575,1.4435687065124512,-0.25998958945274353,-0.12033914029598236,-0.6544516682624817,1.3091721534729004,-0.9674259424209595,1.323686122894287,0.14411991834640503,-0.9674078822135925,-0.09297186881303787,-0.5894553065299988,1.085318684577942,-0.33087220788002014,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
1.4093536138534546,-1.4461041688919067,-0.21043430268764496,-1.4730943441390991,-1.5932163000106812,-0.3182854652404785,1.3861186504364014,0.5782908201217651,-0.6281363368034363,0.6406665444374084,0.21043063700199127,1.2418676614761353,-1.7861496210098267,-1.5701369047164917,1.2537121772766113,-1.980730414390564,5.199337482452393,0.7647081017494202,0.13967883586883545,1.2866253852844238,1,0,0,0,0,1,0,1,0,0,1,0,4,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
